0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95
-0.51,-0.50,-0.50,-0.49,-0.49,-0.48,-0.48,-0.47,-0.46,-0.46,-0.45,-0.45,-0.43,-0.37,-0.29,0.07,0.14,2.38,2.40
-1.42,-1.35,-1.22,-1.05,-0.86,-0.70,-0.55,-0.43,-0.22,-0.06,0.06,0.24,0.44,0.62,0.83,1.04,1.23,1.42,1.63
-1.25,-1.21,-1.11,-0.94,-0.88,-0.74,-0.59,-0.44,-0.35,-0.24,-0.07,0.08,0.28,0.56,0.78,0.98,1.21,1.50,1.89
-0.84,-0.82,-0.80,-0.79,-0.76,-0.70,-0.60,-0.55,-0.47,-0.39,-0.29,-0.18,-0.07,0.06,0.25,0.56,1.28,1.75,2.38
-0.98,-0.94,-0.90,-0.80,-0.74,-0.68,-0.61,-0.53,-0.44,-0.35,-0.23,-0.12,0.02,0.14,0.36,0.66,1.30,1.74,2.28
-1.12,-1.06,-0.97,-0.85,-0.77,-0.67,-0.59,-0.49,-0.40,-0.28,-0.17,-0.04,0.10,0.26,0.48,0.73,1.35,1.72,2.12
-1.15,-1.10,-1.01,-0.89,-0.79,-0.69,-0.59,-0.49,-0.39,-0.26,-0.14,-0.02,0.13,0.31,0.55,0.81,1.37,1.72,2.05
-1.16,-1.10,-1.02,-0.90,-0.81,-0.71,-0.60,-0.50,-0.37,-0.25,-0.12,0.00,0.15,0.34,0.59,0.83,1.38,1.73,2.01
-1.16,-1.10,-1.03,-0.91,-0.82,-0.72,-0.62,-0.50,-0.37,-0.25,-0.10,0.01,0.14,0.36,0.61,0.88,1.39,1.73,1.98
-1.17,-1.10,-1.03,-0.91,-0.82,-0.73,-0.63,-0.50,-0.36,-0.23,-0.11,0.01,0.14,0.37,0.64,0.89,1.40,1.72,1.97
-1.17,-1.11,-1.03,-0.91,-0.83,-0.74,-0.63,-0.50,-0.35,-0.23,-0.10,0.02,0.14,0.37,0.65,0.89,1.41,1.72,1.96
-1.18,-1.11,-1.04,-0.91,-0.83,-0.74,-0.63,-0.50,-0.34,-0.22,-0.09,0.02,0.15,0.36,0.67,0.89,1.41,1.71,1.95
-1.20,-1.11,-1.04,-0.91,-0.84,-0.73,-0.63,-0.49,-0.33,-0.21,-0.09,0.04,0.15,0.36,0.68,0.89,1.41,1.70,1.95
-1.21,-1.12,-1.04,-0.92,-0.83,-0.73,-0.63,-0.49,-0.33,-0.21,-0.09,0.03,0.15,0.36,0.68,0.90,1.40,1.70,1.94
-1.22,-1.12,-1.04,-0.92,-0.84,-0.72,-0.62,-0.48,-0.32,-0.20,-0.09,0.04,0.15,0.37,0.69,0.90,1.40,1.69,1.94
-1.24,-1.14,-1.04,-0.92,-0.83,-0.72,-0.60,-0.47,-0.31,-0.19,-0.08,0.04,0.15,0.38,0.69,0.89,1.39,1.68,1.93
-1.26,-1.14,-1.03,-0.92,-0.82,-0.71,-0.59,-0.47,-0.32,-0.19,-0.07,0.04,0.15,0.37,0.69,0.89,1.39,1.68,1.92
-1.27,-1.15,-1.03,-0.92,-0.82,-0.71,-0.58,-0.46,-0.31,-0.18,-0.07,0.04,0.16,0.38,0.69,0.90,1.38,1.67,1.92
-1.27,-1.15,-1.02,-0.92,-0.81,-0.71,-0.58,-0.45,-0.31,-0.18,-0.07,0.04,0.16,0.38,0.70,0.91,1.38,1.67,1.91
-1.28,-1.15,-1.02,-0.92,-0.81,-0.70,-0.58,-0.45,-0.31,-0.18,-0.07,0.04,0.16,0.39,0.69,0.91,1.38,1.67,1.90
-1.28,-1.15,-1.02,-0.92,-0.81,-0.70,-0.58,-0.45,-0.31,-0.18,-0.07,0.04,0.17,0.39,0.69,0.91,1.38,1.66,1.89
